,equipo,nit,news_id,participacion,categoria
43774,enelpi,900482757,news76318,No Aplica,Descartable
43775,enelpi,900482757,news76319,No Aplica,Macroeconomia
43776,enelpi,900482757,news76321,No Aplica,Descartable
43777,enelpi,900482757,news76323,No Aplica,Descartable
43778,enelpi,900482757,news76329,No Aplica,Descartable
43779,enelpi,900482757,news96430,No Aplica,Innovacion
43780,enelpi,900482757,news96437,No Aplica,Descartable
43781,enelpi,900482757,news96438,No Aplica,Innovacion
43782,enelpi,900482757,news96443,No Aplica,Descartable
43783,enelpi,900482757,news96447,No Aplica,Innovacion
43784,enelpi,900482757,news96449,Sector,Macroeconomia
43785,enelpi,900482757,news96454,Sector,Macroeconomia
43786,enelpi,900482757,news96455,No Aplica,Descartable
43787,enelpi,900482757,news96461,No Aplica,Innovacion
43788,enelpi,900482757,news96466,No Aplica,Descartable
43789,enelpi,900482757,news96470,No Aplica,Macroeconomia
43790,enelpi,900482757,news96474,Sector,Macroeconomia
43791,enelpi,900482757,news96479,No Aplica,Innovacion
43792,enelpi,900482757,news96483,Sector,Macroeconomia
43793,enelpi,900482757,news96484,No Aplica,Macroeconomia
43794,enelpi,900482757,news98435,No Aplica,Innovacion
43795,enelpi,900482757,news98437,Sector,Reputacion
43796,enelpi,900482757,news98444,No Aplica,Descartable
43797,enelpi,900482757,news98446,No Aplica,Descartable
43798,enelpi,900482757,news98448,No Aplica,Descartable
43799,enelpi,900482757,news98450,No Aplica,Descartable
43800,enelpi,900482757,news98453,No Aplica,Regulacion
43801,enelpi,900482757,news98460,No Aplica,Descartable
43802,enelpi,900482757,news98461,No Aplica,Regulacion
43803,enelpi,900386004,news11990,No Aplica,Descartable
43804,enelpi,900386004,news16953,Sector,Macroeconomia
43805,enelpi,900386004,news16972,Sector,Macroeconomia
43806,enelpi,900386004,news17842,No Aplica,Macroeconomia
43807,enelpi,900386004,news18929,Sector,Macroeconomia
43808,enelpi,900386004,news19244,No Aplica,Descartable
43809,enelpi,900386004,news23908,No Aplica,Innovacion
43810,enelpi,900386004,news23936,Sector,Macroeconomia
43811,enelpi,900386004,news23951,No Aplica,Regulacion
43812,enelpi,900386004,news23985,Sector,Regulacion
43813,enelpi,900386004,news31170,No Aplica,Regulacion
43814,enelpi,900386004,news31233,No Aplica,Descartable
43815,enelpi,900386004,news36131,No Aplica,Innovacion
43816,enelpi,900386004,news36133,No Aplica,Macroeconomia
43817,enelpi,900386004,news36136,No Aplica,Sostenibilidad
43818,enelpi,900386004,news36138,No Aplica,Macroeconomia
43819,enelpi,900386004,news36145,No Aplica,Descartable
43820,enelpi,900386004,news36151,Sector,Innovacion
43821,enelpi,900386004,news36153,No Aplica,Innovacion
43822,enelpi,900386004,news36155,No Aplica,Regulacion
43823,enelpi,900386004,news36156,Sector,Macroeconomia
43824,enelpi,900386004,news36161,No Aplica,Regulacion
43825,enelpi,900386004,news36177,No Aplica,Innovacion
43826,enelpi,900386004,news36179,No Aplica,Regulacion
43827,enelpi,900386004,news36185,Sector,Macroeconomia
43828,enelpi,900386004,news37171,No Aplica,Descartable
43829,enelpi,900386004,news37972,No Aplica,Descartable
43830,enelpi,900386004,news38937,Sector,Macroeconomia
43831,enelpi,900386004,news41223,No Aplica,Descartable
43832,enelpi,900386004,news47533,No Aplica,Innovacion
43833,enelpi,900386004,news48272,No Aplica,Innovacion
43834,enelpi,900386004,news48275,No Aplica,Innovacion
43835,enelpi,900386004,news48276,No Aplica,Macroeconomia
43836,enelpi,900386004,news48280,No Aplica,Descartable
43837,enelpi,900386004,news48281,Sector,Otra
43838,enelpi,900386004,news48284,Sector,Regulacion
43839,enelpi,900386004,news62449,Sector,Macroeconomia
43840,enelpi,900386004,news64232,No Aplica,Descartable
43841,enelpi,900386004,news96721,Sector,Otra
43842,enelpi,900386004,news96725,No Aplica,Descartable
43843,enelpi,900386004,news96734,No Aplica,Descartable
43844,enelpi,900386004,news96737,No Aplica,Descartable
43845,enelpi,900386004,news96738,Sector,Otra
43846,enelpi,900386004,news96740,No Aplica,Descartable
43847,enelpi,900386004,news96741,No Aplica,Descartable
43848,enelpi,900386004,news96902,Sector,Macroeconomia
43849,enelpi,900386004,news98998,Sector,Macroeconomia
43850,enelpi,900386004,news98999,No Aplica,Descartable
43851,enelpi,900386004,news99000,Sector,Macroeconomia
43852,enelpi,900386004,news99004,No Aplica,Descartable
43853,enelpi,900386004,news99006,Sector,Macroeconomia
43854,enelpi,900386004,news99007,No Aplica,Macroeconomia
43855,enelpi,900386004,news99013,Sector,Macroeconomia
43856,enelpi,900386004,news99015,Sector,Macroeconomia
43857,enelpi,900386004,news99017,Sector,Macroeconomia
43858,enelpi,900386004,news99019,Sector,Macroeconomia
43859,enelpi,900386004,news99030,Sector,Macroeconomia
43860,enelpi,900713143,news12027,Sector,Otra
43861,enelpi,900713143,news14869,No Aplica,Descartable
43862,enelpi,900713143,news15474,No Aplica,Innovacion
43863,enelpi,900713143,news15481,No Aplica,Innovacion
43864,enelpi,900713143,news15685,No Aplica,Descartable
43865,enelpi,900713143,news28166,No Aplica,Descartable
43866,enelpi,900713143,news28888,Sector,Innovacion
43867,enelpi,900713143,news31342,No Aplica,Innovacion
43868,enelpi,900713143,news33087,No Aplica,Innovacion
43869,enelpi,900713143,news37789,No Aplica,Innovacion
43870,enelpi,900713143,news37790,Sector,Otra
43871,enelpi,900713143,news37792,No Aplica,Descartable
43872,enelpi,900713143,news37797,Sector,Otra
43873,enelpi,900713143,news37804,No Aplica,Macroeconomia
43874,enelpi,900713143,news37807,No Aplica,Regulacion
43875,enelpi,900713143,news37810,No Aplica,Descartable
43876,enelpi,900713143,news38676,No Aplica,Innovacion
43877,enelpi,900713143,news40078,No Aplica,Descartable
43878,enelpi,900713143,news40079,No Aplica,Innovacion
43879,enelpi,900713143,news40088,No Aplica,Innovacion
43880,enelpi,900713143,news40089,No Aplica,Innovacion
43881,enelpi,900713143,news40093,No Aplica,Descartable
43882,enelpi,900713143,news40094,No Aplica,Descartable
43883,enelpi,900713143,news40097,No Aplica,Innovacion
43884,enelpi,900713143,news41781,Sector,Otra
43885,enelpi,900713143,news43508,Sector,Regulacion
43886,enelpi,900713143,news43681,No Aplica,Descartable
43887,enelpi,900713143,news43876,No Aplica,Innovacion
43888,enelpi,900713143,news43877,No Aplica,Innovacion
43889,enelpi,900713143,news43881,Sector,Innovacion
43890,enelpi,900713143,news43933,No Aplica,Regulacion
43891,enelpi,900713143,news43934,No Aplica,Macroeconomia
43892,enelpi,900713143,news44626,No Aplica,Macroeconomia
43893,enelpi,900713143,news44723,Sector,Innovacion
43894,enelpi,900713143,news48322,No Aplica,Reputacion
43895,enelpi,900713143,news48870,No Aplica,Macroeconomia
43896,enelpi,900713143,news48923,No Aplica,Descartable
43897,enelpi,900713143,news49015,Sector,Otra
43898,enelpi,900713143,news49042,No Aplica,Descartable
43899,enelpi,900713143,news49080,No Aplica,Macroeconomia
43900,enelpi,900713143,news60928,No Aplica,Descartable
43901,enelpi,900713143,news61685,Sector,Innovacion
43902,enelpi,900713143,news64236,No Aplica,Descartable
43903,enelpi,900713143,news68436,No Aplica,Descartable
43904,enelpi,900713143,news68572,Sector,Macroeconomia
43905,enelpi,900713143,news72345,No Aplica,Descartable
43906,enelpi,900713143,news76176,Sector,Otra
43907,enelpi,900713143,news88114,Sector,Macroeconomia
43908,enelpi,900713143,news89601,No Aplica,Innovacion
43909,enelpi,900713143,news91667,No Aplica,Innovacion
43910,enelpi,900713143,news93551,No Aplica,Descartable
43911,enelpi,900713143,news93552,Sector,Otra
43912,enelpi,900713143,news93553,Sector,Otra
43913,enelpi,900713143,news93554,No Aplica,Descartable
43914,enelpi,900713143,news93556,No Aplica,Macroeconomia
43915,enelpi,900713143,news93560,No Aplica,Descartable
43916,enelpi,900713143,news93562,No Aplica,Innovacion
43917,enelpi,900713143,news93564,No Aplica,Descartable
43918,enelpi,900713143,news93574,No Aplica,Innovacion
43919,enelpi,900713143,news93577,Sector,Otra
43920,enelpi,900713143,news93579,Sector,Otra
43921,enelpi,900713143,news93583,No Aplica,Regulacion
43922,enelpi,900713143,news93592,Sector,Macroeconomia
43923,enelpi,900713143,news93604,No Aplica,Macroeconomia
43924,enelpi,900713143,news93606,No Aplica,Descartable
43925,enelpi,900713143,news93608,No Aplica,Descartable
43926,enelpi,900713143,news93616,Sector,Otra
43927,enelpi,900713143,news93626,Sector,Otra
43928,enelpi,900713143,news93628,Sector,Regulacion
43929,enelpi,900713143,news93632,Sector,Otra
43930,enelpi,900713143,news93633,Sector,Otra
43931,enelpi,900713143,news93643,No Aplica,Descartable
43932,enelpi,900713143,news93648,No Aplica,Descartable
43933,enelpi,900713143,news93649,No Aplica,Descartable
43934,enelpi,900713143,news93662,Sector,Macroeconomia
43935,enelpi,900713143,news93670,No Aplica,Descartable
43936,enelpi,900713143,news93671,No Aplica,Sostenibilidad
43937,enelpi,900713143,news93673,No Aplica,Descartable
43938,enelpi,900713143,news93674,No Aplica,Descartable
43939,enelpi,900713143,news93675,No Aplica,Descartable
43940,enelpi,900713143,news93677,Sector,Regulacion
43941,enelpi,900713143,news93680,No Aplica,Descartable
43942,enelpi,900713143,news93681,Sector,Innovacion
43943,enelpi,900713143,news93686,Sector,Reputacion
43944,enelpi,900713143,news93689,Sector,Otra
43945,enelpi,900713143,news93693,No Aplica,Descartable
43946,enelpi,900713143,news93702,No Aplica,Descartable
43947,enelpi,900713143,news93704,Sector,Otra
43948,enelpi,900713143,news93705,No Aplica,Descartable
43949,enelpi,900713143,news93711,No Aplica,Innovacion
43950,enelpi,900713143,news93714,Sector,Otra
43951,enelpi,900713143,news93716,No Aplica,Descartable
43952,enelpi,900713143,news93719,No Aplica,Descartable
43953,enelpi,900713143,news93727,No Aplica,Descartable
43954,enelpi,900713143,news93732,No Aplica,Descartable
43955,enelpi,900713143,news93738,No Aplica,Descartable
43956,enelpi,900713143,news93739,No Aplica,Descartable
43957,enelpi,900713143,news93755,No Aplica,Descartable
43958,enelpi,900713143,news93760,No Aplica,Descartable
43959,enelpi,900713143,news93763,No Aplica,Descartable
43960,enelpi,900713143,news93767,No Aplica,Innovacion
43961,enelpi,900713143,news93769,Sector,Reputacion
43962,enelpi,900713143,news93781,No Aplica,Descartable
43963,enelpi,900713143,news93783,No Aplica,Regulacion
43964,enelpi,900713143,news93789,Sector,Otra
43965,enelpi,900713143,news96907,Sector,Innovacion
43966,enelpi,900713143,news97034,Sector,Regulacion
43967,enelpi,900713143,news97035,No Aplica,Regulacion
43968,enelpi,900713143,news97042,No Aplica,Descartable
43969,enelpi,900713143,news97047,Sector,Innovacion
43970,enelpi,900713143,news97048,No Aplica,Descartable
43971,enelpi,900713143,news97051,No Aplica,Descartable
43972,enelpi,900713143,news97065,No Aplica,Descartable
43973,enelpi,900713143,news97067,No Aplica,Descartable
43974,enelpi,900713143,news97068,Sector,Innovacion
43975,enelpi,900713143,news97074,Sector,Regulacion
43976,enelpi,900713143,news97079,Sector,Regulacion
43977,enelpi,900713143,news97102,Sector,Regulacion
43978,enelpi,900713143,news97103,Sector,Innovacion
43979,enelpi,900713143,news97108,Sector,Otra
43980,enelpi,900713143,news98985,No Aplica,Macroeconomia
43981,enelpi,900713143,news98986,No Aplica,Macroeconomia
43982,enelpi,900713143,news98990,No Aplica,Macroeconomia
43983,enelpi,900713143,news98992,No Aplica,Descartable
43984,enelpi,900713143,news98997,No Aplica,Macroeconomia
43985,enelpi,899999143,news12034,No Aplica,Descartable
43986,enelpi,899999143,news15097,No Aplica,Descartable
43987,enelpi,899999143,news15134,Sector,Regulacion
43988,enelpi,899999143,news16199,Sector,Regulacion
43989,enelpi,899999143,news16208,Sector,Regulacion
43990,enelpi,899999143,news16218,Sector,Otra
43991,enelpi,899999143,news19370,Cliente,Otra
43992,enelpi,899999143,news20368,No Aplica,Descartable
43993,enelpi,899999143,news23440,No Aplica,Macroeconomia
43994,enelpi,899999143,news28224,No Aplica,Descartable
43995,enelpi,899999143,news28234,No Aplica,Descartable
43996,enelpi,899999143,news28235,No Aplica,Descartable
43997,enelpi,899999143,news28244,No Aplica,Reputacion
43998,enelpi,899999143,news28246,No Aplica,Descartable
43999,enelpi,899999143,news28248,Cliente,Otra
44000,enelpi,899999143,news28251,No Aplica,Descartable
44001,enelpi,899999143,news28252,No Aplica,Regulacion
44002,enelpi,899999143,news28257,No Aplica,Descartable
44003,enelpi,899999143,news28262,No Aplica,Descartable
44004,enelpi,899999143,news28264,No Aplica,Sostenibilidad
44005,enelpi,899999143,news28272,No Aplica,Descartable
44006,enelpi,899999143,news28274,No Aplica,Regulacion
44007,enelpi,899999143,news28276,Sector,Regulacion
44008,enelpi,899999143,news28285,No Aplica,Descartable
44009,enelpi,899999143,news29007,No Aplica,Sostenibilidad
44010,enelpi,899999143,news29444,No Aplica,Descartable
44011,enelpi,899999143,news42405,No Aplica,Macroeconomia
44012,enelpi,899999143,news47725,Sector,Macroeconomia
44013,enelpi,899999143,news50000,No Aplica,Descartable
44014,enelpi,899999143,news53402,No Aplica,Descartable
44015,enelpi,899999143,news53516,No Aplica,Descartable
44016,enelpi,899999143,news59668,No Aplica,Sostenibilidad
44017,enelpi,899999143,news60171,No Aplica,Descartable
44018,enelpi,899999143,news61552,Sector,Innovacion
44019,enelpi,899999143,news65683,No Aplica,Descartable
44020,enelpi,899999143,news70058,No Aplica,Sostenibilidad
44021,enelpi,899999143,news73104,No Aplica,Innovacion
44022,enelpi,899999143,news74539,Sector,Otra
44023,enelpi,899999143,news76707,No Aplica,Innovacion
44024,enelpi,899999143,news80466,No Aplica,Descartable
44025,enelpi,899999143,news80467,No Aplica,Descartable
44026,enelpi,899999143,news80468,No Aplica,Descartable
44027,enelpi,899999143,news80471,No Aplica,Descartable
44028,enelpi,899999143,news80478,No Aplica,Descartable
44029,enelpi,899999143,news80481,No Aplica,Descartable
44030,enelpi,899999143,news80485,No Aplica,Descartable
44031,enelpi,899999143,news80491,No Aplica,Descartable
44032,enelpi,899999143,news80493,Sector,Otra
44033,enelpi,899999143,news80496,No Aplica,Descartable
44034,enelpi,899999143,news80499,No Aplica,Regulacion
44035,enelpi,899999143,news80502,No Aplica,Descartable
44036,enelpi,899999143,news80507,No Aplica,Descartable
44037,enelpi,899999143,news80509,No Aplica,Descartable
44038,enelpi,899999143,news80520,No Aplica,Descartable
44039,enelpi,899999143,news80522,No Aplica,Descartable
44040,enelpi,899999143,news80524,No Aplica,Descartable
44041,enelpi,899999143,news80528,No Aplica,Descartable
44042,enelpi,899999143,news80529,No Aplica,Descartable
44043,enelpi,899999143,news80531,No Aplica,Descartable
44044,enelpi,899999143,news80532,Sector,Macroeconomia
44045,enelpi,899999143,news80544,No Aplica,Macroeconomia
44046,enelpi,899999143,news80545,Sector,Innovacion
44047,enelpi,899999143,news80548,No Aplica,Sostenibilidad
44048,enelpi,899999143,news80551,Sector,Innovacion
44049,enelpi,899999143,news80556,No Aplica,Sostenibilidad
44050,enelpi,899999143,news80557,No Aplica,Sostenibilidad
44051,enelpi,899999143,news80558,No Aplica,Descartable
44052,enelpi,899999143,news80568,No Aplica,Innovacion
44053,enelpi,899999143,news80573,No Aplica,Sostenibilidad
44054,enelpi,899999143,news80579,No Aplica,Descartable
44055,enelpi,899999143,news80580,No Aplica,Descartable
44056,enelpi,899999143,news80582,No Aplica,Descartable
44057,enelpi,899999143,news80588,No Aplica,Regulacion
44058,enelpi,899999143,news80597,No Aplica,Sostenibilidad
44059,enelpi,899999143,news80607,No Aplica,Descartable
44060,enelpi,899999143,news80620,No Aplica,Descartable
44061,enelpi,899999143,news80634,No Aplica,Descartable
44062,enelpi,899999143,news80643,No Aplica,Innovacion
44063,enelpi,899999143,news80645,Sector,Otra
44064,enelpi,899999143,news80649,No Aplica,Descartable
44065,enelpi,899999143,news80651,No Aplica,Reputacion
44066,enelpi,899999143,news80654,No Aplica,Descartable
44067,enelpi,899999143,news80657,No Aplica,Descartable
44068,enelpi,899999143,news80658,No Aplica,Descartable
44069,enelpi,899999143,news80659,No Aplica,Innovacion
44070,enelpi,899999143,news80662,No Aplica,Descartable
44071,enelpi,899999143,news80663,No Aplica,Regulacion
44072,enelpi,899999143,news80669,No Aplica,Descartable
44073,enelpi,899999143,news80674,No Aplica,Reputacion
44074,enelpi,899999143,news80675,No Aplica,Descartable
44075,enelpi,899999143,news80686,No Aplica,Descartable
44076,enelpi,899999143,news80687,No Aplica,Descartable
44077,enelpi,899999143,news80688,No Aplica,Descartable
44078,enelpi,899999143,news80692,No Aplica,Descartable
44079,enelpi,899999143,news80702,No Aplica,Descartable
44080,enelpi,899999143,news80707,No Aplica,Descartable
44081,enelpi,899999143,news80715,No Aplica,Descartable
44082,enelpi,899999143,news80719,No Aplica,Descartable
44083,enelpi,899999143,news80724,No Aplica,Descartable
44084,enelpi,899999143,news80727,No Aplica,Descartable
44085,enelpi,899999143,news95812,Sector,Innovacion
44086,enelpi,899999143,news96638,Sector,Otra
44087,enelpi,899999143,news96643,Sector,Otra
44088,enelpi,899999143,news96650,No Aplica,Descartable
44089,enelpi,899999143,news96654,Sector,Otra
44090,enelpi,899999143,news96656,No Aplica,Descartable
44091,enelpi,899999143,news96658,Sector,Regulacion
44092,enelpi,899999143,news96669,Sector,Otra
44093,enelpi,899999143,news96673,Sector,Otra
44094,enelpi,899999143,news96674,Sector,Otra
44095,enelpi,899999143,news96676,No Aplica,Descartable
44096,enelpi,899999143,news96684,Sector,Regulacion
44097,enelpi,899999143,news96685,No Aplica,Descartable
44098,enelpi,899999143,news96688,Sector,Otra
44099,enelpi,899999143,news96690,No Aplica,Descartable
44100,enelpi,899999143,news96692,No Aplica,Descartable
44101,enelpi,800087795,news12187,Cliente,Otra
44102,enelpi,800087795,news18686,Sector,Otra
44103,enelpi,800087795,news18687,No Aplica,Descartable
44104,enelpi,800087795,news21374,No Aplica,Descartable
44105,enelpi,800087795,news36563,No Aplica,Innovacion
44106,enelpi,800087795,news47781,No Aplica,Sostenibilidad
44107,enelpi,800087795,news63695,Cliente,Sostenibilidad
44108,enelpi,800087795,news63705,Cliente,Sostenibilidad
44109,enelpi,800087795,news63708,No Aplica,Innovacion
44110,enelpi,800087795,news94698,No Aplica,Descartable
44111,enelpi,800087795,news95244,No Aplica,Sostenibilidad
44112,enelpi,800087795,news95245,No Aplica,Descartable
44113,enelpi,800087795,news95252,No Aplica,Sostenibilidad
44114,enelpi,800087795,news95253,No Aplica,Sostenibilidad
44115,enelpi,800087795,news95256,No Aplica,Descartable
44116,enelpi,800087795,news95258,No Aplica,Descartable
44117,enelpi,800087795,news95261,Sector,Sostenibilidad
44118,enelpi,800087795,news95276,No Aplica,Innovacion
44119,enelpi,800087795,news95281,Sector,Otra
44120,enelpi,800087795,news95283,No Aplica,Macroeconomia
44121,enelpi,800087795,news95289,Sector,Otra
44122,enelpi,800087795,news95291,No Aplica,Descartable
44123,enelpi,800087795,news95292,Sector,Otra
44124,enelpi,800087795,news97669,No Aplica,Macroeconomia
44125,enelpi,800087795,news97841,No Aplica,Macroeconomia
44126,enelpi,800087795,news97845,Sector,Otra
44127,enelpi,800087795,news97846,Sector,Otra
44128,enelpi,800087795,news97853,Sector,Otra
44129,enelpi,800087795,news97858,No Aplica,Macroeconomia
44130,enelpi,800087795,news97860,No Aplica,Descartable
44131,enelpi,830000602,news12187,No Aplica,Descartable
44132,enelpi,830000602,news13692,No Aplica,Innovacion
44133,enelpi,830000602,news14933,No Aplica,Descartable
44134,enelpi,830000602,news15526,Sector,Otra
44135,enelpi,830000602,news17305,No Aplica,Innovacion
44136,enelpi,830000602,news18273,Cliente,Sostenibilidad
44137,enelpi,830000602,news18276,Cliente,Sostenibilidad
44138,enelpi,830000602,news18277,Cliente,Sostenibilidad
44139,enelpi,830000602,news18279,Cliente,Otra
44140,enelpi,830000602,news18282,Cliente,Sostenibilidad
44141,enelpi,830000602,news18287,Sector,Macroeconomia
44142,enelpi,830000602,news18292,Cliente,Sostenibilidad
44143,enelpi,830000602,news18311,Cliente,Sostenibilidad
44144,enelpi,830000602,news18312,Sector,Otra
44145,enelpi,830000602,news18437,Cliente,Otra
44146,enelpi,830000602,news18440,Cliente,Otra
44147,enelpi,830000602,news18442,Cliente,Otra
44148,enelpi,830000602,news18446,Cliente,Otra
44149,enelpi,830000602,news18449,No Aplica,Descartable
44150,enelpi,830000602,news18453,No Aplica,Descartable
44151,enelpi,830000602,news18456,Cliente,Otra
44152,enelpi,830000602,news18457,Cliente,Otra
44153,enelpi,830000602,news18472,Cliente,Otra
44154,enelpi,830000602,news18586,No Aplica,Macroeconomia
44155,enelpi,830000602,news22459,Cliente,Otra
44156,enelpi,830000602,news24061,No Aplica,Descartable
44157,enelpi,830000602,news27791,Cliente,Otra
44158,enelpi,830000602,news27814,No Aplica,Reputacion
44159,enelpi,830000602,news28058,No Aplica,Descartable
44160,enelpi,830000602,news30499,No Aplica,Innovacion
44161,enelpi,830000602,news32175,Cliente,Sostenibilidad
44162,enelpi,830000602,news32180,No Aplica,Reputacion
44163,enelpi,830000602,news32654,No Aplica,Descartable
44164,enelpi,830000602,news33730,No Aplica,Descartable
44165,enelpi,830000602,news33951,Sector,Sostenibilidad
44166,enelpi,830000602,news33953,No Aplica,Sostenibilidad
44167,enelpi,830000602,news36039,No Aplica,Descartable
44168,enelpi,830000602,news36967,No Aplica,Innovacion
44169,enelpi,830000602,news37655,No Aplica,Sostenibilidad
44170,enelpi,830000602,news45363,Sector,Macroeconomia
44171,enelpi,830000602,news50863,Cliente,Otra
44172,enelpi,830000602,news50870,No Aplica,Sostenibilidad
44173,enelpi,830000602,news51138,No Aplica,Descartable
44174,enelpi,830000602,news51383,No Aplica,Innovacion
44175,enelpi,830000602,news51488,No Aplica,Descartable
44176,enelpi,830000602,news51614,No Aplica,Sostenibilidad
44177,enelpi,830000602,news51818,No Aplica,Descartable
44178,enelpi,830000602,news52311,Cliente,Sostenibilidad
44179,enelpi,830000602,news52312,Cliente,Sostenibilidad
44180,enelpi,830000602,news52318,Cliente,Otra
44181,enelpi,830000602,news52323,No Aplica,Descartable
44182,enelpi,830000602,news52325,No Aplica,Descartable
44183,enelpi,830000602,news52327,No Aplica,Sostenibilidad
44184,enelpi,830000602,news52329,No Aplica,Sostenibilidad
44185,enelpi,830000602,news52338,No Aplica,Descartable
44186,enelpi,830000602,news52341,No Aplica,Sostenibilidad
44187,enelpi,830000602,news52345,No Aplica,Innovacion
44188,enelpi,830000602,news52346,Cliente,Sostenibilidad
44189,enelpi,830000602,news52355,Cliente,Otra
44190,enelpi,830000602,news52363,Cliente,Otra
44191,enelpi,830000602,news52365,No Aplica,Descartable
44192,enelpi,830000602,news52366,No Aplica,Sostenibilidad
44193,enelpi,830000602,news52373,No Aplica,Innovacion
44194,enelpi,830000602,news52378,Sector,Sostenibilidad
44195,enelpi,830000602,news52381,Cliente,Otra
44196,enelpi,830000602,news52388,Cliente,Sostenibilidad
44197,enelpi,830000602,news52392,No Aplica,Descartable
44198,enelpi,830000602,news52393,Cliente,Otra
44199,enelpi,830000602,news52394,No Aplica,Descartable
44200,enelpi,830000602,news52395,Cliente,Sostenibilidad
44201,enelpi,830000602,news52399,Cliente,Otra
44202,enelpi,830000602,news52400,No Aplica,Descartable
44203,enelpi,830000602,news52402,Cliente,Sostenibilidad
44204,enelpi,830000602,news52408,No Aplica,Regulacion
44205,enelpi,830000602,news52412,Cliente,Sostenibilidad
44206,enelpi,830000602,news52415,Cliente,Sostenibilidad
44207,enelpi,830000602,news52419,Cliente,Sostenibilidad
44208,enelpi,830000602,news52421,No Aplica,Regulacion
44209,enelpi,830000602,news52426,No Aplica,Sostenibilidad
44210,enelpi,830000602,news52430,Cliente,Sostenibilidad
44211,enelpi,830000602,news52432,Sector,Sostenibilidad
44212,enelpi,830000602,news52436,No Aplica,Regulacion
44213,enelpi,830000602,news52439,No Aplica,Descartable
44214,enelpi,830000602,news52444,Cliente,Sostenibilidad
44215,enelpi,830000602,news52446,Cliente,Macroeconomia
44216,enelpi,830000602,news52453,No Aplica,Descartable
44217,enelpi,830000602,news52459,Cliente,Sostenibilidad
44218,enelpi,830000602,news52462,Cliente,Sostenibilidad
44219,enelpi,830000602,news52463,Cliente,Sostenibilidad
44220,enelpi,830000602,news52466,Cliente,Otra
44221,enelpi,830000602,news52467,Sector,Otra
44222,enelpi,830000602,news52474,Cliente,Sostenibilidad
44223,enelpi,830000602,news52477,Sector,Otra
44224,enelpi,830000602,news52478,No Aplica,Descartable
44225,enelpi,830000602,news52483,No Aplica,Descartable
44226,enelpi,830000602,news52486,No Aplica,Descartable
44227,enelpi,830000602,news52487,No Aplica,Regulacion
44228,enelpi,830000602,news52488,Cliente,Otra
44229,enelpi,830000602,news52492,No Aplica,Descartable
44230,enelpi,830000602,news52496,Cliente,Sostenibilidad
44231,enelpi,830000602,news52627,No Aplica,Sostenibilidad
44232,enelpi,830000602,news52643,No Aplica,Sostenibilidad
44233,enelpi,830000602,news52751,No Aplica,Descartable
44234,enelpi,830000602,news56580,No Aplica,Macroeconomia
44235,enelpi,830000602,news89006,Sector,Sostenibilidad
44236,enelpi,830000602,news95812,No Aplica,Innovacion
44237,enelpi,830000602,news95815,No Aplica,Descartable
44238,enelpi,830000602,news95823,No Aplica,Reputacion
44239,enelpi,830000602,news95824,Sector,Macroeconomia
44240,enelpi,830000602,news95826,No Aplica,Regulacion
44241,enelpi,830000602,news95831,No Aplica,Descartable
44242,enelpi,830000602,news95832,No Aplica,Descartable
44243,enelpi,830000602,news95834,Sector,Macroeconomia
44244,enelpi,830000602,news95851,Sector,Macroeconomia
44245,enelpi,830000602,news95854,Sector,Macroeconomia
44246,enelpi,830000602,news95856,Sector,Macroeconomia
44247,enelpi,830000602,news96088,Sector,Sostenibilidad
44248,enelpi,830000602,news99096,No Aplica,Descartable
44249,enelpi,830000602,news99098,No Aplica,Sostenibilidad
44250,enelpi,830000602,news99100,No Aplica,Descartable
44251,enelpi,830000602,news99104,No Aplica,Descartable
44252,enelpi,830000602,news99109,No Aplica,Descartable
44253,enelpi,830000602,news99110,No Aplica,Reputacion
44254,enelpi,830000602,news99111,No Aplica,Descartable
44255,enelpi,860006333,news12199,No Aplica,Innovacion
44256,enelpi,860006333,news12204,No Aplica,Innovacion
44257,enelpi,860006333,news12211,No Aplica,Innovacion
44258,enelpi,860006333,news12212,No Aplica,Innovacion
44259,enelpi,860006333,news12215,No Aplica,Innovacion
44260,enelpi,860006333,news12216,No Aplica,Descartable
44261,enelpi,860006333,news12219,No Aplica,Innovacion
44262,enelpi,860006333,news12221,No Aplica,Descartable
44263,enelpi,860006333,news12233,No Aplica,Macroeconomia
44264,enelpi,860006333,news12241,No Aplica,Macroeconomia
44265,enelpi,860006333,news12242,No Aplica,Descartable
44266,enelpi,860006333,news12244,Cliente,Macroeconomia
44267,enelpi,860006333,news12246,No Aplica,Descartable
44268,enelpi,860006333,news12248,No Aplica,Descartable
44269,enelpi,860006333,news12250,Sector,Otra
44270,enelpi,860006333,news12253,Cliente,Otra
44271,enelpi,860006333,news12254,Cliente,Otra
44272,enelpi,860006333,news12260,No Aplica,Sostenibilidad
44273,enelpi,860006333,news15003,No Aplica,Macroeconomia
44274,enelpi,860006333,news18537,No Aplica,Descartable
44275,enelpi,860006333,news18554,No Aplica,Sostenibilidad
44276,enelpi,860006333,news18578,No Aplica,Sostenibilidad
44277,enelpi,860006333,news18586,Sector,Macroeconomia
44278,enelpi,860006333,news18587,Cliente,Otra
44279,enelpi,860006333,news18687,Sector,Otra
44280,enelpi,860006333,news47781,No Aplica,Sostenibilidad
44281,enelpi,860006333,news51217,Sector,Otra
44282,enelpi,860006333,news51231,Sector,Otra
44283,enelpi,860006333,news52669,No Aplica,Innovacion
